,State,Metropolitan Areas,Automation Index,Race with the Machine,Communication,Interpersonal Task,Group Task,Race against the Machine,Routine Problem Solving,Information Processing,Machine Control,General Physical Task,Race ahead of the Machine,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Dynamic Physical Task,Equipment Maintenance,Vehicle and Equipment Operation,Hazardous Task,Conflict Resolution,Management and Supervision
63,DE,Dover,-0.003397000543469586,0.010617673227255443,0.001410556407244655,0.005575673651315442,0.0036314431686953435,-0.01851324843754357,-0.008394328367106824,-0.005978649339547313,0.0009299494131484836,-0.0050702201440379,-0.001553747333525722,0.00014160877062141007,-0.0016953561041471322,0.006052322000344307,-0.007006732529273703,-0.000508697984605436,-0.00034432387730366076,-0.0003216186012907525,0.00940232891262293,0.00483136608019494
64,FL,Cape Coral-Fort Myers,0.00655258682944565,0.014776017100625816,0.0031895954378534518,0.008464101759519234,0.003122319903253146,-0.01991996747810365,-0.009302259988354315,-0.007005236491457914,0.00045614326511948447,-0.004068614263410896,0.0010159580225385725,0.0002109516782510777,0.0008050063442874932,0.010680579184384949,-0.0048721130671346286,0.0009759956240282529,0.0002971077453024426,-0.0004745843251460422,0.008446286135936683,0.00630788707139825
65,FL,Crestview-Fort Walton Beach-Destin,0.009524928440807543,0.016001594280923487,0.0018452235229783204,0.010731781017496687,0.0034245897404484704,-0.018811177501289852,-0.008947106740982536,-0.005990887984661734,0.000253907063438058,-0.004127089839083657,0.0008181377159728609,-1.801594702026052e-05,0.0008361536629931214,0.01151637394520108,-0.007360841031110481,-0.001310297757666501,0.0012397008430847928,-0.0012403386104448651,0.010184835525275113,0.010003314976063023
66,FL,Deltona-Daytona Beach-Ormond Beach,0.007401607040981585,0.01328563820696077,0.0008601581223318805,0.008593842453994804,0.00383163763063408,-0.0200527973527784,-0.010670611705415613,-0.0054546122617509405,-0.0002844310711684408,-0.0036431423144433757,0.0025694993749917627,0.0010437140207984737,0.0015257853541932893,0.011599266811807396,-0.003916719794464493,0.0003649547122226877,-0.0015493620694347447,-0.0012867126915373785,0.010171908354378069,0.007815198300643266
67,FL,Gainesville,0.012447123019615813,0.01359617775098472,0.003157296441787,0.006880667378441181,0.003558213930756535,-0.020199838580989588,-0.010770645035159808,-0.005810058388453518,-0.0008853577391726049,-0.002733777418203659,0.003961137214984704,0.0010659207928163505,0.002895216422168355,0.015089646634635996,-0.004094507430371465,0.000591274493519079,0.0009976479291280325,0.0002862504829440337,0.009176159372901359,0.008132821786514949
68,FL,Jacksonville,0.00839079357086625,0.013919920036897654,0.004251589716404831,0.006539400725546886,0.0031289295949459405,-0.01688673535879595,-0.008939656090368835,-0.00501929175998779,0.00017312537920850454,-0.003100912887647828,-9.33175884409998e-05,0.0005796783209907203,-0.0006729959094317166,0.011450926481205577,-0.003204849247413773,0.0006696372019416464,0.0010502922278564364,-0.0003957120144922784,0.007890686310678678,0.005440872002634857
69,FL,Lakeland-Winter Haven,0.013059558613371549,0.017636942415246132,0.0054692757086549975,0.008017178785775368,0.00415048792081576,-0.01643599886456373,-0.0076248203254491295,-0.004572637863854557,-0.00016798485707632258,-0.004070555818183726,0.0014598087289848759,0.00040989408798682535,0.0010499146409980503,0.010398806333704295,-0.003464033746179061,-0.0005792235368029565,0.0011610085351121055,-0.0018451443505319925,0.009129057154286968,0.00599714227781922
70,FL,Miami-Fort Lauderdale-West Palm Beach,0.0002632964908513835,0.014046629261447159,0.004291467795962317,0.006709909711778546,0.003045251753706285,-0.01826649486697246,-0.008988370030841901,-0.0037163900698777906,-0.0010381755263827695,-0.004523559239870023,0.001900443753470836,0.001009267129606842,0.0008911766238639992,0.0025827183429058547,-0.004827890657556691,-0.0008431192686592577,-0.002461646631079416,-0.001884135545529183,0.006597346796770078,0.006002163648960336
71,FL,Naples-Immokalee-Marco Island,0.0013207498599084875,0.009020277665601387,0.00029881153663822296,0.006273861985083916,0.0024476041438792518,-0.015426203698873847,-0.007760152381432844,-0.004773550323732716,0.0005127372881014308,-0.0034052382818097328,0.0013453333131676938,0.0007676251636005697,0.0005777081495671257,0.006381342580013244,-0.004790315218650913,-4.440041507916548e-06,-0.00203879036074698,-0.0016330487431413,0.008269148723704385,0.006578788220355979
72,FL,North Port-Sarasota-Bradenton,0.006208305047696261,0.011695926535035664,0.0009947607545891038,0.006913680246015276,0.0037874855344312954,-0.017010387197225946,-0.009187435296935371,-0.004651515989820845,0.00013681987424714326,-0.0033082557847168782,0.0003231736146420139,0.00045552047771544804,-0.00013234686307343407,0.011199592095244515,-0.0024587308378138523,-0.00023904955145241308,-0.0012685848443028944,-0.0008670599580113367,0.009936322459385187,0.006096694827439821
73,FL,Ocala,0.008999076530203931,0.016244371567398275,0.002671217211011455,0.009396415607782926,0.004176738748603909,-0.01630903367278166,-0.009025583903684305,-0.00396716497118077,3.795891911879262e-05,-0.003354243717035389,-8.015876046410865e-05,-0.0004775306183175641,0.0003973718578534537,0.009143897396051426,-0.0016722272782595318,-0.0009732694442401695,-0.0037748845290944476,-0.0007363598860633398,0.009910839253285677,0.006389799280423233
74,FL,Orlando-Kissimmee-Sanford,0.009649926382661544,0.014792581645040671,0.004199612729543077,0.007458606801555918,0.003134362113941672,-0.014716635922176813,-0.007745382923818961,-0.004060327786423769,-0.00030399801354545267,-0.002606927198388655,0.0013844633778501148,0.0012038982211551134,0.0001805651566950048,0.008189517281947641,-0.002800129009720723,-0.00025153805454491973,-0.0015113131375943945,-0.001379551534092905,0.00722599965659053,0.006906049361310042
75,FL,Palm Bay-Melbourne-Titusville,0.005350955878229369,0.016555442847142984,0.005217500310805617,0.007977040638132274,0.003360901898205116,-0.014995860439292324,-0.0064137008301636276,-0.0023811957232673093,-0.001012674726492354,-0.0051882891593690176,0.0020887090328275608,0.0002527178132320021,0.0018359912195955593,0.0017026644375511824,-0.006091755821826674,-0.001198473229285308,-0.0035569880811785045,-0.0010142462704459225,0.007219947065234424,0.006344180775053176
76,FL,Panama City,0.005456517735182798,0.021829110818911462,0.0067573607985494675,0.011781328461664305,0.003290421558697687,-0.020316568119906675,-0.008066124408478072,-0.0037108374534415454,-0.0011214280186562335,-0.007418178239330822,0.005114701961568588,0.002029787047257871,0.003084914914310715,-0.0011707269253905805,-0.009782583711033016,-0.00013247287351720108,-0.0058504801528057385,-0.0038459081380679523,0.010328416179522829,0.008112301770510501
77,FL,Pensacola-Ferry Pass-Brent,0.0022262218975387933,0.01767816887467504,0.003945167949160056,0.009944282544745948,0.0037887183807690135,-0.021953228138923336,-0.010898187192128496,-0.005783657320438986,-0.0013420198926835,-0.003929363733672357,0.00033380822338390653,-2.7748331313437805e-05,0.00036155655469734434,0.0061674729384032225,-0.004982183391407449,-0.0009081941613949958,-0.002685725487863264,-0.001631091213130504,0.009706244161848092,0.006668423030351339
78,FL,Port St. Lucie,0.005901278064599724,0.01890206709147336,0.005551193112531029,0.009400060363230968,0.003950813615711344,-0.018531846040022143,-0.008402860788933451,-0.0034741939119169968,-0.0009102551383940137,-0.005744536200777695,0.002674141513855109,0.0017338299539194585,0.0009403115599356493,0.0028569154992933443,-0.005070300133028317,-0.0005189583042460085,-0.005396149775540336,-0.0020378738770089992,0.008465369237884955,0.007414828351232042
79,FL,Punta Gorda,-0.001250431220448045,0.014151935338763771,0.0006318342743600532,0.008870028537086459,0.004650072527317264,-0.02435531128971971,-0.010384813788898058,-0.007569662653662476,0.0001786586793893277,-0.006579493526548512,0.0008776787250478965,8.4934370972789e-05,0.0007927443540751075,0.008075266005460019,-0.008486706321551296,4.2380282310945296e-05,-0.001940562869967112,-0.0014266212087128798,0.012724735682999672,0.0071620404403807065
80,FL,Sebastian-Vero Beach,0.005108802485351282,0.018684189401544232,0.005981033057435997,0.009695460463150077,0.00300769588095816,-0.0203185374683455,-0.010171193287765702,-0.004327597977327897,-0.0008966871438691842,-0.004923059059382728,0.0018153630371377102,0.0013391988571978142,0.00047616417993989757,0.004927787515014798,-0.005066155979537829,-0.000348316067499901,-0.004530678474244924,-0.0017899660860993263,0.010435355101215682,0.00622754902118109
81,FL,Tallahassee,-0.0015702683472539893,0.0098959821606934,0.0012255023943619908,0.006120101442910961,0.0025503783234204452,-0.02126609396385365,-0.0107189905525494,-0.005457844542768105,-0.0016855491229443244,-0.0034037097455918157,0.002794341111272011,0.0006719629611140407,0.00212237815015797,0.0070055023446342615,-0.003974834202883679,-0.001398657722954099,-0.0009564028715486686,-0.0003209379036112833,0.0075770334805412955,0.006079301565090693
82,FL,Tampa-St. Petersburg-Clearwater,0.005709996703296638,0.017387506721887852,0.00681026073638641,0.007524275097522465,0.003052970887978984,-0.016303193916138964,-0.008124348463469766,-0.0027447526718875907,-0.0008156287168447977,-0.004618464063936796,0.001090058579439411,0.0011686704027288177,-7.861182328940466e-05,0.0035356253181084147,-0.004889775647789371,-0.00047578562828627316,-0.002509721238898023,-0.0019626939646622513,0.007269608502174494,0.006103993295569845
83,GA,Albany,-0.011787120263694384,0.02106636006850955,0.007701707471683125,0.010478507248456023,0.0028861453483704,-0.02554746429206289,-0.010022745835964124,-0.006258450050442253,-0.0029638810312637358,-0.006302387374392779,-0.0007117508106118456,0.00016448099916340292,-0.0008762318097752486,-0.006594265229529189,-0.005272926813102395,-0.0010533835145399833,-0.0030067532348123788,-0.0040064339048208435,0.003749843452760082,0.0029953887849863275
84,GA,Athens-Clarke County,-0.0036581319497759335,0.016253688632980406,0.003986868656292983,0.008634683962066292,0.003632136014621113,-0.01756300024332913,-0.00694611155772501,-0.004297318642723347,-0.0012999571593109267,-0.005019612883569849,0.0010645008026702908,0.0006952440802519815,0.0003692567224183076,-0.0034133211420974696,-0.0060926795337731396,0.00017152894807759105,-0.005010489882640041,-0.0027511758101420244,0.006272680565377685,0.0039968145710024645
85,GA,Atlanta-Sandy Springs-Roswell,-0.013527553216131085,0.007045478706111441,0.0007101875579962821,0.0036399947779901173,0.0026952963701250554,-0.018117069688594282,-0.008212045486877345,-0.0049792942816618,-0.0005560410077071996,-0.004369688912347923,-0.0004427838267721876,-4.637941874839624e-05,-0.0003964044080237879,-0.0020131784068760927,-0.004509703089157026,-0.0009379300119410367,-0.002029249151140937,-0.0015234037910919313,0.004047759172194368,0.002939348464260461
86,GA-SC,Augusta-Richmond County,-0.004905481249507515,0.013933922787914194,0.003819535595447738,0.007087779854219594,0.0030266073382468704,-0.017659358875182163,-0.00876866777176287,-0.003712670419635043,-0.0008384121570293793,-0.004339608526754891,-0.00023429312777091885,0.0005039235829478097,-0.0007382167107187303,-0.0009457520344686443,-0.005032657125818539,-0.0005993242372797844,-0.0010025503093686952,-0.0023866260175441733,0.004848984811015852,0.0032264208445266715
87,GA,Brunswick,-0.014113762285026643,0.009545363540769332,-2.0678865975648497e-05,0.006628797628348289,0.002937244778396693,-0.019977767976740838,-0.009436953009322048,-0.005545040157002558,0.00022698353694153636,-0.0052227583473577754,-2.888518572739806e-06,0.0005374646620319758,-0.0005403531806047156,-0.0036784693304824367,-0.00683551195465875,-0.0003194297596387404,-0.004708706393217348,-0.003377756332691651,0.0071758962507703075,0.004387038858953741
88,GA-AL,Columbus,-0.009732681457145065,0.013358581420100213,0.003925963134446889,0.006823766665517525,0.002608851620135796,-0.02109445782427563,-0.008987266475326917,-0.004509542852990475,-0.0012934531422230285,-0.006304195353735227,-0.000983595753875549,0.0005092810737273943,-0.0014928768276029453,-0.00101320929909407,-0.008444962260846761,0.0002282708582651144,-0.0018530546977728673,-0.0020491086718650645,0.007169283004402249,0.0039363624687232535
89,GA,Dalton,0.006297611965397576,0.009274096009645072,0.0004463999024824847,0.004936146778264684,0.0038915493288979,-0.011225792540641488,-0.00714471103338192,-0.004446258296761842,0.002165494904733504,-0.0018003181152312503,-0.005831673036903011,-0.002459847418429025,-0.0033718256184739875,0.014080981533297066,0.001778008666857324,0.002763708037755417,0.005358601196232729,0.0014018750458773127,0.00287957520264839,-0.00010078661607407573
90,GA,Gainesville,-0.004975689495238743,0.009458866746575686,0.0009801982190775424,0.005091450653570383,0.0033872178739277822,-0.01859470691802254,-0.009052972927254578,-0.005718053720847251,0.00018690663064868665,-0.004010586900569393,-0.003659407234703128,-0.001544311022864878,-0.0021150962118382487,0.007819557910911212,0.0001197103414971035,-0.001094359846635539,0.000584447491065912,-0.00014034798595340128,0.006499675166934997,0.0018504327440021368
91,GA,Hinesville,0.0026577489949333177,0.011577733733615522,0.0026921166999992053,0.004446121816463672,0.004439495217152634,-0.014267263241281691,-0.0068224868219923926,-0.007145974754123441,0.0031264009606602073,-0.0034252026258260733,-0.00788812261454561,-8.644470450185418e-05,-0.007801677910043755,0.013235401117145136,-0.009230127332420436,0.00231190254642326,0.009359528150049793,0.0022186128675185934,0.0034918815800151983,0.005083603305558744
92,GA,Macon,-0.00746357085399485,0.013809194783314369,0.0030026437953066115,0.0076364645161735925,0.0031700864718341576,-0.02355606105264124,-0.011379444313129379,-0.006910141988958847,-0.0007044408220146861,-0.0045620339285383366,-0.00012765033398634204,0.0007494667867598177,-0.000877117120746158,0.0024109457493184387,-0.005348127092884729,0.000987304580830026,7.432335366702736e-05,-0.0009344986005375387,0.0038251492316382922,0.0038067942766053797
93,GA,Rome,-0.006982628837572558,0.008680489404551184,-0.0015660738225914475,0.006258539885287025,0.0039880233418556075,-0.015861136325377726,-0.008095144242118879,-0.004716775881623683,0.001655990586435386,-0.0047052067880705714,-0.002642442789529787,-0.0009695264899256055,-0.0016729162996041837,0.002840460872783779,-0.003294672981210646,-0.0016531354083540294,-0.004296249747935192,0.00024273554913043643,0.007498147962340441,0.004343635498812778
94,GA,Savannah,-0.015553851973475419,0.0055040132333804975,-0.0016929276709640726,0.0042653647532926095,0.00293157615105198,-0.020223676487853757,-0.009450555375660629,-0.006803537709407899,0.0001666683764252469,-0.004136251779210468,-0.0013995677681744765,-0.000597283410551196,-0.0008022843576232785,0.0005653790491723099,-0.004404961433223581,-0.0009664336505875033,-2.803564005265935e-05,-0.0024805977142316714,0.0056390230496315905,0.00280638443763611
95,GA,Valdosta,-0.0049944803971848075,0.01894366242166455,0.004549492176837575,0.009504739642804592,0.004889430602022384,-0.02297452152169241,-0.008424495793159577,-0.004852678028064949,-0.0015603169163243974,-0.008137030784143509,0.002137944821742021,0.002079872863483819,5.807195825820177e-05,-0.003101566118898974,-0.008559698849652242,-0.00010541662153821031,-0.004077666964114268,-0.0046706481679967965,0.0079785219403389,0.006333342544063633
96,GA,Warner Robins,-0.005374116775040017,0.016593004511574874,0.0045312687897337495,0.008786529661805334,0.003275206060035793,-0.013543758251025176,-0.0006131287613698398,-0.0011676388975309165,-0.0016454711181964898,-0.010117519473927923,0.0004019448923041832,-0.0007112773605943735,0.0011132222528985568,-0.008825307927893877,-0.008791931386061684,-0.004129445680126919,-0.006066946323049844,-0.003496006921187081,0.007911538096443457,0.005747484286088195
97,HI,Urban Honolulu,-0.0022491056952026467,0.007772856266684336,0.0006744529749590222,0.0043038007011610285,0.0027946025905642787,-0.014102922860966025,-0.007408832818393649,-0.004903533004103323,-0.0005178789309253362,-0.0012726781075437232,-0.0002665782017758078,0.0004741405669393042,-0.0007407187687151102,0.004347539100854919,-0.0027989224033802967,6.764277935184491e-05,-0.002487832085047732,-0.0010607672254663685,0.0047867223873042436,0.0058406956480932075
98,IA,Ames,-0.0008640253330502445,0.010652876426587618,0.00014333811527639934,0.006145794292040403,0.0043637440192708255,-0.02101123597100689,-0.010190323694674644,-0.003504204142629405,-0.001866975473478132,-0.005449732660224693,0.005268039997526604,0.0032976315473935577,0.001970408450133044,0.00422629421384238,-0.00857387092644283,-0.0013725372277667847,-0.0007404387016688059,-0.0014050752479055767,0.007678878073482706,0.008639338244143698
99,IA,Cedar Rapids,0.00044379655529003253,0.011809153911297443,0.0044686070259111685,0.004356186654995999,0.0029843602303902873,-0.016170969838243367,-0.008751008264143843,-0.003531637790615522,-0.0005690625746500241,-0.003319261208833968,0.0009991857879735333,0.000976838645548244,2.2347142425289263e-05,0.0038064266942624274,-0.004152990129838302,-0.0012353188211982715,-0.00017138216260534356,-0.0016786881846831382,0.006046912403462137,0.004997893589125342
100,IA-IL,Davenport-Moline-Rock Island,0.0069089657912077,0.015634039586768858,0.0053440896307794675,0.006372302141782575,0.0039176478142068025,-0.01521676972130337,-0.0064323240521059685,-0.003147165779454713,-0.0008370683274456224,-0.004800211562297069,0.001478009174446921,0.0011396222855214484,0.000338386888925471,0.0050136867512952646,-0.004646792508890822,-0.0008460881475117442,0.0005295904836286684,-0.0028426273089465558,0.0068953237404962425,0.005924280492519463
101,IA,Des Moines-West Des Moines,0.0007720044607167352,0.010993715098854412,0.0032520096216333287,0.004970880462310721,0.002770825014910353,-0.01779488684606273,-0.009892052019593048,-0.003910524206165611,-0.0006896604175769816,-0.0033026502027270824,0.0014870737372735256,0.001228440591887637,0.00025863314538588505,0.0060861024706515,-0.003002896560513321,-0.0007964097709433193,-0.0008942045956760457,-0.001133218388985481,0.006464534432052291,0.005448297354717357
102,IA,Dubuque,-0.004415744318683745,0.01617415149157091,0.006376481712302054,0.005568485670223763,0.0042291841090451015,-0.019145096233908362,-0.007763875765174434,-0.002255536752250733,-0.0017107480660537575,-0.007414935650429452,0.003084516743206121,0.0037518901923047298,-0.0006673734490986079,-0.004529316319552361,-0.008218476062184676,-0.0004024434072423186,-0.004678430147033022,-0.004564191536769027,0.006714636436479196,0.006619588397197507
103,IA,Iowa City,0.0025527439733031843,0.014011905907210229,0.0029241194717777174,0.007233986614726912,0.003853799820705597,-0.019913427162781102,-0.009378830832434862,-0.001161022669863343,-0.0023980129612511717,-0.006975560699231721,0.0061988740143919955,0.003987373402184587,0.0022115006122074114,0.002255391214482039,-0.006740791577118759,-0.002287834366781028,-0.004201075488777989,-0.003261841962754527,0.010676718383279877,0.008070216226634437
104,IA-NE-SD,Sioux City,0.005785381452126925,0.0005642765597374255,-0.002808052748856711,0.0004192551750663437,0.002953074133527795,-0.014843404741539612,-0.010148494786785554,-0.00846221889909708,0.0041270904568605216,-0.00035978151251751106,-0.002690543011194112,-0.0003323398711741824,-0.002358203140019928,0.022755052645123203,-0.003365111198087363,0.0029600883979736922,0.009831992217328778,0.005866359467150938,0.002936014997226205,0.004525708763530936
105,IA,Waterloo-Cedar Falls,0.0022394225470300233,0.013911117607615708,0.0047832599683144345,0.00583513956625676,0.0032927180730445127,-0.01611193109656189,-0.00918984633185705,-0.003633329490818748,-0.0013448819699506676,-0.0019438733039354036,0.0018232325252439813,0.0019505035907683504,-0.0001272710655243689,0.0026170035107322127,-0.005081373123518827,-0.0002554008960297185,-0.0002683392042490407,-0.003055521049516341,0.005752435886175911,0.0055252018978702465
106,ID,Boise City,0.0018987758793499454,0.007809544866718088,0.002275820849990659,0.003558003776289801,0.001975720240437632,-0.01295588215787172,-0.009504559014494249,-0.0056878471293322075,0.0005539426103495955,0.0016825813756051813,-0.0012893897912754707,-0.0005370056370412341,-0.0007523841542342383,0.008334502961779011,-0.00041516778177900365,0.00012874078873969033,-4.5439898426195835e-05,0.0007740703812298723,0.005223173301243132,0.0026691261707715297
107,ID,Coeur d'Alene,0.0035475330391369635,0.011451460974288771,0.002768020330759561,0.006284903316720568,0.0023985373268086353,-0.013805870112978513,-0.009014681487710556,-0.005399093286487213,0.0006221551255767392,-1.4250464357497272e-05,-0.0007806355146171874,6.872307661926272e-05,-0.0008493585912364483,0.006682577692443903,-0.001861895841903785,-0.0006411958871546473,-0.004071025428513043,-0.0008525676532498519,0.010583796921175516,0.003525465582089698
108,ID,Idaho Falls,0.005765630848568071,0.014688837371989519,0.0065124005158673426,0.005670759004528014,0.002505677851594144,-0.008075539717537245,-0.0044935787997798585,-0.001334440760001859,0.0005320438776976848,-0.002779564035453215,0.0028619517027583946,0.002800692819968739,6.125888278965541e-05,-0.0037096185086425977,-0.007269331063677894,0.0012344402467948743,-0.00619732509378159,-0.0019166889451026348,0.007877317970286457,0.0025619683768382012
109,ID-WA,Lewiston,0.026734954259985955,0.012319613239771751,0.002995282730281157,0.00644051441720813,0.002883816092282471,-0.006562762666587729,-0.008163911299984207,-0.0036414430099698846,0.0025510281339037426,0.002691563509462598,-0.0019633253905856213,0.00017034986197100345,-0.0021336752525566247,0.0229414290773875,-6.30159619170248e-05,0.0029578137754202693,0.003832508195541248,0.0018283588981919288,0.010560358015491066,0.003825406154660007
110,ID,Pocatello,0.013620291535339946,0.021643063060775226,0.009460456927379415,0.008394031839896544,0.0037885742934992634,-0.009071640725841544,-0.0063733671840946115,-0.005665340902487652,-0.00019626910805088316,0.003163336468791585,-0.0008876738973980225,-9.19963301785516e-05,-0.0007956775672194709,0.0019365430978042497,-0.0006799721040684215,-0.0013276318154354426,-0.008040606632838142,-0.0023847837985802732,0.011076948890568787,0.003292588558157752
111,IL,Bloomington,0.01683563685370265,0.02839327769753028,0.016087164076841062,0.00731490768605321,0.004991205934635989,-0.013308866197747515,-0.0033688364864804324,0.0018558468024658802,-0.00225598594909625,-0.009539890564636729,0.010377384349489541,0.008209660310481945,0.002167724039007602,-0.00862615899556965,-0.012918457889728188,-0.00012331475868084148,-0.005425558729878877,-0.0036417796215059525,0.005305302753287436,0.008177649250936746
112,IL,Champaign-Urbana,0.008827672914487328,0.02136459643451649,0.009895957136286123,0.007193009059094173,0.004275630239136193,-0.01501988896934922,-0.0059330949088194996,-0.0013535447168155216,-0.0012222510262112525,-0.0065109983175029385,0.00463180402402813,0.0035357162911882384,0.0010960877328398957,-0.002148838574708073,-0.00906561302930232,0.0003874740050734092,-0.003993840769048098,-0.003472425220377332,0.007486210685794832,0.0065093557531514705
113,IL-IN-WI,Chicago-Naperville-Elgin,0.011169664189841666,0.015452481366534569,0.005669396114566168,0.005976997910250914,0.0038060873417174773,-0.01211715570438726,-0.005991703310096401,-0.002577440034472904,-0.0006533979764863779,-0.002894614383331585,0.0018935834906227066,0.0012254821331090671,0.0006681013575136376,0.005940755037071643,-0.002275929435068394,-0.0012220097314142345,-0.0012474881884049769,-0.0015091740302961493,0.006778089707300514,0.005417266714954905
114,IL,Danville,0.020653522307275296,0.021532929730537748,0.008270178693640095,0.007946418074911971,0.005316332961985679,-0.011510719876977521,-0.002837848150764349,-0.0030841787696278475,0.00033831306745788284,-0.005927006024043224,0.0025722582540727147,0.0015165451835174905,0.0010557130705552214,0.008059054199642396,-0.00754678547468277,0.0011982876587464974,9.567971941602804e-05,7.751853079460136e-05,0.007670241784743653,0.006564111980624343
115,IL,Decatur,0.02506983875751217,0.015383339250193362,0.003149057513878318,0.008371800290242128,0.0038624814460729013,-0.010505383338477559,-0.004638525355785676,-0.0040630132060844384,0.0012143669187053806,-0.003018211695312821,-0.0008000621281889497,-2.88325555024109e-05,-0.0007712295726865371,0.02099194497398535,-0.0020429624764896352,0.0018183869017899968,0.005695433342598276,-3.8712211333558066e-05,0.010535854116629398,0.005023945300790856
116,IL,Kankakee,0.024484601401392025,0.012690357469105726,0.0017237172923814726,0.00526803420778929,0.005698605968934975,-0.00902031709801962,-0.004589834154859446,-0.002329582031306912,0.0013928560893799145,-0.0034937570012331665,0.0005712660025104893,0.0014496121735797644,-0.0008783461710692754,0.0202432950277954,-0.003855055066894333,0.00044491545602729453,0.0039609100709193795,0.002187829238165108,0.010863048616258643,0.00664164671331929
117,IL,Peoria,0.007372421208980627,0.01776633392340557,0.0069321778400098155,0.0066806462255126495,0.004153509857883099,-0.012841197386976257,-0.005431591932870315,-0.0013553896474065748,-0.0007430898016608546,-0.005311126005038497,0.003944243273495865,0.0025835198655046136,0.0013607234079912494,-0.001496958600944509,-0.0058989222828847365,-0.0002061615766837631,-0.0050484578136068175,-0.0019542717075461268,0.0064029251307419,0.0052079296490350315
118,IL,Rockford,0.009926974062409444,0.015152517038759682,0.004313481367907711,0.00641002454685468,0.0044290111239973,-0.010826053905666459,-0.005755996798951703,-0.003840116834687175,0.0009339613828785905,-0.0021639016549061733,-0.0005115372547619297,0.00044392893161228185,-0.0009554661863742117,0.00611204818407815,-0.002409230987278431,0.0009255552399397154,-0.0032581976975893795,-0.0004924717834002001,0.006858306994156019,0.004488086418250475
119,IL,Springfield,0.0019379443305961308,0.010552752578310455,0.0022646037910096506,0.005456858313544921,0.002831290473755887,-0.016545336026023733,-0.009574408173666712,-0.0055672597662386894,-0.0012134815040255268,-0.00019018658209282724,2.4489181219305992e-05,0.0004273500175407778,-0.0004028608363214718,0.007906038597090076,-0.002929547344513845,-0.00013390984206427224,0.0017926939502397356,-0.0010103367060843788,0.006392479514398704,0.0037946590251141422
120,IN,Bloomington,0.007799007271537095,0.02123442351857137,0.008514038787230956,0.009287758103303928,0.003432626628036471,-0.019371129867022743,-0.007417945852125872,-0.0026991443924220954,-0.003775571802973322,-0.005478467819501461,0.0038631263833154047,0.002718879705489499,0.001144246677825908,0.0020725872366730846,-0.003725754609361129,-0.0035449205886807656,-0.003276678761021785,-0.005384845953901134,0.010250749999676291,0.00775403714996158
121,IN,Columbus,0.006722789569877263,0.02175108041680164,0.009164984986545208,0.008200822587019804,0.004385272843236632,-0.018510832392113933,-0.007414051258317802,-0.0020723080918691877,-0.001812578015910879,-0.007211895026016053,0.004411380524815496,0.002364418344603641,0.002046962180211857,-0.0009288389796259512,-0.004713828112589954,-0.0004323215111292564,-0.006197157033769933,-0.0036798003174486134,0.007026895686646072,0.007067372308665759
122,IN,Elkhart-Goshen,0.012524484160470084,0.00873147055072192,0.0014873965102256276,0.0024622744449373304,0.004781799595558944,-0.0004991266509369041,-0.0002462129078472583,-0.0026743646315266385,0.0042980833253056525,-0.0018766324368686485,-0.0026393584969283297,-0.0014169128448478698,-0.00122244565208046,0.00693149875761348,0.000249538730460859,0.0010494836146834466,-0.0036489676163665437,0.002871100423784009,0.004120343696464489,0.0022899999085872237
123,IN-KY,Evansville,0.0003315576322617808,0.015316378614360275,0.004751237801600465,0.006664745919496104,0.003900394893263708,-0.015775272591686124,-0.006894495949039999,-0.0033900870255769433,-0.0014023515139672885,-0.004088338103101885,-0.0014819049942686455,-0.000946506976728257,-0.000535398017540387,0.002272356603856246,-0.0034913676550690498,-0.0026904972491447712,-0.0007813294204863723,-0.003504738920139496,0.007996138439301956,0.0047441514093939504
124,IN,Fort Wayne,-0.005232704384276643,0.009745720156314294,0.002565263345114241,0.0038222388740148726,0.0033582179371851803,-0.015283624519495997,-0.007136467217236875,-0.0046628337051145404,-0.0006202797103391014,-0.00286404388680548,-0.0014055672650611604,-0.00038257638137196263,-0.0010229908836891996,0.0017107672439662658,-0.0041362485728492215,-0.0006374397759496275,-0.0011787493898883716,-0.0009734866258548534,0.004597274888547803,0.004039416719960522
125,IN,Indianapolis-Carmel-Anderson,-0.002231457607158705,0.009114892922239356,0.002230638475511422,0.003560341732804006,0.003323912713923934,-0.015310535777242397,-0.007835888144602225,-0.004106315872424091,-0.0003798295587998588,-0.002988502201416228,0.0006177799059272003,0.0005739082189889291,4.3871686938267575e-05,0.0033464053419171307,-0.0039849109708554814,-0.00037861124004804134,-4.868470446039303e-05,-0.0008105730593913307,0.004787477799680584,0.0037817075169917893
126,IN,Kokomo,0.0047586659701149845,0.013251969333687413,0.0015393654731908554,0.007691895236935489,0.004020708623561074,-0.01705697827706851,-0.01050321211836027,-0.0056905097057994534,0.00026361849728177497,-0.0011268749501905581,-0.0013739760789580474,0.00020919396997267324,-0.0015831700489307204,0.009937650992454194,-0.0055574016130683634,0.001517750094529988,0.00041880876700980263,0.0007025586875428584,0.0067085186953277365,0.006147416361112195
